"Data_point","company","year","value"
"Share price 31/12 (est = x cost of EQ - dividend)","ASSA ABLOY B","2006",149
"Capitalization","ASSA ABLOY B","2006",54519
"Total Assets","Atlas Copco","2006",55255
"Foreign sales","Atlas Copco","2006",49327
"BV equity","Atlas Copco","2006",32708
"Cash","Atlas Copco","2006",20135
"Gross nominal value","Atlas Copco","2006",62
"R&D expenses","Atlas Copco","2006",1111
"Total debt","Atlas Copco","2006",8787
"Capex","Atlas Copco","2006",2775
"Net income","Atlas Copco","2006",15373
"Short term liabilities","Atlas Copco","2006",18497
"No of shares (millions)","Atlas Copco","2006",1254.2
"Capitalization","Atlas Copco","2006",138865
"Total Assets","B&B tools","2006",3054
"Foreign sales","B&B tools","2006",1810
"BV equity","B&B tools","2006",1085
"Cash","B&B tools","2006",276
"Gross nominal value","B&B tools","2006",177
"R&D expenses","B&B tools","2006",0
"Total debt","B&B tools","2006",671
"Capex","B&B tools","2006",339
"Net income","B&B tools","2006",209
"Short term liabilities","B&B tools","2006",1374
"Capitalization","B&B tools","2006",3896
"Total Assets","Beijer alma","2006",1218
"Foreign sales","Beijer alma","2006",1169
"BV equity","Beijer alma","2006",748
"Cash","Beijer alma","2006",191
"Gross nominal value","Beijer alma","2006",249.6
"R&D expenses","Beijer alma","2006",11.9
"Total debt","Beijer alma","2006",184
"Capex","Beijer alma","2006",71
"Net income","Beijer alma","2006",190
"Short term liabilities","Beijer alma","2006",370
"No of shares (millions)","Beijer alma","2006",27.431
"Share price 31/12 (est = x cost of EQ - dividend)","Beijer alma","2006",101
"Capitalization","Beijer alma","2006",2771
"Total Assets","Beijer ref","2006",1542
"Foreign sales","Beijer ref","2006",1742
"BV equity","Beijer ref","2006",536
"Cash","Beijer ref","2006",78
"Gross nominal value","Beijer ref","2006",0
"R&D expenses","Beijer ref","2006",2.3
"Total debt","Beijer ref","2006",565
"Capex","Beijer ref","2006",34
"Net income","Beijer ref","2006",109
"Short term liabilities","Beijer ref","2006",1006
"Capitalization","Beijer ref","2006",1350
"Total Assets","Bilia","2006",6064
"Foreign sales","Bilia","2006",5339
"BV equity","Bilia","2006",1684
"Cash","Bilia","2006",121
"Gross nominal value","Bilia","2006",0
"R&D expenses","Bilia","2006",0
"Total debt","Bilia","2006",491
"Capex","Bilia","2006",74
"Net income","Bilia","2006",93
"Short term liabilities","Bilia","2006",2848
"Capitalization","Bilia","2006",2550
"Total Assets","BioGaia","2006",91
"Foreign sales","BioGaia","2006",39
"BV equity","BioGaia","2006",75
"Cash","BioGaia","2006",40
"Gross nominal value","BioGaia","2006",0
"R&D expenses","BioGaia","2006",19
"Total debt","BioGaia","2006",0
"Capex","BioGaia","2006",1.1
"Net income","BioGaia","2006",3
"Short term liabilities","BioGaia","2006",16
"No of shares (millions)","BioGaia","2006",17.2
"Share price 31/12 (est = x cost of EQ - dividend)","BioGaia","2006",40.5
"Capitalization","BioGaia","2006",697
"Total Assets","Boliden","2006",35213
"Foreign sales","Boliden","2006",28480
"BV equity","Boliden","2006",16089
"Cash","Boliden","2006",3196
"Gross nominal value","Boliden","2006",17159
"R&D expenses","Boliden","2006",215
"Total debt","Boliden","2006",3022
"Capex","Boliden","2006",1843
"Net income","Boliden","2006",6268
"Short term liabilities","Boliden","2006",5804
"No of shares (millions)","Boliden","2006",289
"Share price 31/12 (est = x cost of EQ - dividend)","Boliden","2006",162.41
"Capitalization","Boliden","2006",46936
"Total Assets","Bure equity","2006",3885
"Foreign sales","Bure equity","2006",649
"BV equity","Bure equity","2006",2737
"Cash","Bure equity","2006",252
"Gross nominal value","Bure equity","2006",0
"R&D expenses","Bure equity","2006",0
"Total debt","Bure equity","2006",268
"Capex","Bure equity","2006",0
"Net income","Bure equity","2006",885
"Short term liabilities","Bure equity","2006",723
"Capitalization","Bure equity","2006",2098
"Total Assets","Catena","2006",2440
"Foreign sales","Catena","2006",62
"BV equity","Catena","2006",826
"Cash","Catena","2006",63
"Gross nominal value","Catena","2006",0
"R&D expenses","Catena","2006",0
"Total debt","Catena","2006",1307
"Capex","Catena","2006",5.7
"Net income","Catena","2006",255
"Short term liabilities","Catena","2006",254
"No of shares (millions)","Catena","2006",11.565
"Share price 31/12 (est = x cost of EQ - dividend)","Catena","2006",100.75
"Capitalization","Catena","2006",1165
"Total Assets","Cavotec","2006",14506
"Foreign sales","Cavotec","2006",10763
"BV equity","Cavotec","2006",4394
"Cash","Cavotec","2006",427
"Gross nominal value","Cavotec","2006",0
"R&D expenses","Cavotec","2006",0
"Total debt","Cavotec","2006",2405
"Capex","Cavotec","2006",205
"Net income","Cavotec","2006",1908
"Short term liabilities","Cavotec","2006",4431
"No of shares (millions)","Cavotec","2006",0
"Share price 31/12 (est = x cost of EQ - dividend)","Cavotec","2006",0
"Capitalization","Cavotec","2006",22644
"Total Assets","Clas Ohlson","2006",1785
"Foreign sales","Clas Ohlson","2006",1441
"BV equity","Clas Ohlson","2006",1257
"Cash","Clas Ohlson","2006",338
"Gross nominal value","Clas Ohlson","2006",85
"R&D expenses","Clas Ohlson","2006",0
"Total debt","Clas Ohlson","2006",0
"Capex","Clas Ohlson","2006",141
"Net income","Clas Ohlson","2006",352
"Short term liabilities","Clas Ohlson","2006",505
"No of shares (millions)","Clas Ohlson","2006",65.6
"Share price 31/12 (est = x cost of EQ - dividend)","Clas Ohlson","2006",149
"Capitalization","Clas Ohlson","2006",9774
"Total Assets","Duni","2006",5313
"Foreign sales","Duni","2006",2945
"BV equity","Duni","2006",838
"Cash","Duni","2006",193
"Gross nominal value","Duni","2006",0
"R&D expenses","Duni","2006",6
"Total debt","Duni","2006",2349
"Capex","Duni","2006",0
"Net income","Duni","2006",66
"Short term liabilities","Duni","2006",1821
"Capitalization","Duni","2006",2350
"Total Assets","Electrolux B","2006",66049
"Foreign sales","Electrolux B","2006",100333
"BV equity","Electrolux B","2006",13194
"Cash","Electrolux B","2006",5475
"Gross nominal value","Electrolux B","2006",25500
"R&D expenses","Electrolux B","2006",1393
"Total debt","Electrolux B","2006",7495
"Net income","Electrolux B","2006",2648
"Short term liabilities","Electrolux B","2006",36304
"No of shares (millions)","Electrolux B","2006",288.8
"Share price 31/12 (est = x cost of EQ - dividend)","Electrolux B","2006",137
"Capitalization","Electrolux B","2006",39566
"Total Assets","Eniro","2006",18213
"Foreign sales","Eniro","2006",3600
"BV equity","Eniro","2006",5120
"Cash","Eniro","2006",478
"Gross nominal value","Eniro","2006",0
"R&D expenses","Eniro","2006",121
"Total debt","Eniro","2006",9044
"Capex","Eniro","2006",146
"Net income","Eniro","2006",1054
"Short term liabilities","Eniro","2006",2947
"Capitalization","Eniro","2006",16500
"Total Assets","Ericsson B","2006",214940
"Foreign sales","Ericsson B","2006",172012
"BV equity","Ericsson B","2006",120113
"Cash","Ericsson B","2006",62280
"Gross nominal value","Ericsson B","2006",10449
"R&D expenses","Ericsson B","2006",27533
"Total debt","Ericsson B","2006",21552
"Capex","Ericsson B","2006",3176
"Net income","Ericsson B","2006",26436
"Short term liabilities","Ericsson B","2006",23724
"No of shares (millions)","Ericsson B","2006",3174
"Share price 31/12 (est = x cost of EQ - dividend)","Ericsson B","2006",138.25
"Capitalization","Ericsson B","2006",438806
"Total Assets","Fagerhult","2006",8509
"Foreign sales","Fagerhult","2006",14084
"BV equity","Fagerhult","2006",3780
"Cash","Fagerhult","2006",239
"Gross nominal value","Fagerhult","2006",1976
"R&D expenses","Fagerhult","2006",0
"Total debt","Fagerhult","2006",3946
"Capex","Fagerhult","2006",548
"Net income","Fagerhult","2006",650
"Short term liabilities","Fagerhult","2006",2227
"Capitalization","Fagerhult","2006",8723
"Total Assets","Getinge B","2006",15877
"Foreign sales","Getinge B","2006",12534
"BV equity","Getinge B","2006",6005
"Cash","Getinge B","2006",673
"Gross nominal value","Getinge B","2006",5664
"R&D expenses","Getinge B","2006",282
"Total debt","Getinge B","2006",4609
"Capex","Getinge B","2006",165
"Net income","Getinge B","2006",1259
"Short term liabilities","Getinge B","2006",3304
"No of shares (millions)","Getinge B","2006",201.9
"Share price 31/12 (est = x cost of EQ - dividend)","Getinge B","2006",153.5
"Capitalization","Getinge B","2006",30992
"Total Assets","Hennes and Mauritz B","2006",35555
"Foreign sales","Hennes and Mauritz B","2006",63041
"BV equity","Hennes and Mauritz B","2006",27779
"Cash","Hennes and Mauritz B","2006",9877
"Gross nominal value","Hennes and Mauritz B","2006",3590
"R&D expenses","Hennes and Mauritz B","2006",0
"Total debt","Hennes and Mauritz B","2006",0
"Capex","Hennes and Mauritz B","2006",1964
"Net income","Hennes and Mauritz B","2006",10797
"Short term liabilities","Hennes and Mauritz B","2006",6996
"No of shares (millions)","Hennes and Mauritz B","2006",827.5
"Share price 31/12 (est = x cost of EQ - dividend)","Hennes and Mauritz B","2006",319
"Capitalization","Hennes and Mauritz B","2006",263972.5
"Total Assets","Investor","2006",158904
"Foreign sales","Investor","2006",4103
"BV equity","Investor","2006",159320
"Cash","Investor","2006",5068
"Gross nominal value","Investor","2006",13388
"R&D expenses","Investor","2006",0
"Total debt","Investor","2006",18498
"Capex","Investor","2006",22693
"Net income","Investor","2006",28468
"Short term liabilities","Investor","2006",3040
"Capitalization","Investor","2006",127950
"Total Assets","Kinnevik","2006",47733
"Foreign sales","Kinnevik","2006",799
"BV equity","Kinnevik","2006",34422
"Cash","Kinnevik","2006",106
"Gross nominal value","Kinnevik","2006",0
"R&D expenses","Kinnevik","2006",74
"Total debt","Kinnevik","2006",10207
"Capex","Kinnevik","2006",3926
"Net income","Kinnevik","2006",11549
"Short term liabilities","Kinnevik","2006",2923
"Capitalization","Kinnevik","2006",30358
"Total Assets","Lundin Petroleum","2006",17685
"Foreign sales","Lundin Petroleum","2006",4326
"BV equity","Lundin Petroleum","2006",10568
"Cash","Lundin Petroleum","2006",297
"Gross nominal value","Lundin Petroleum","2006",13456
"R&D expenses","Lundin Petroleum","2006",0
"Total debt","Lundin Petroleum","2006",1391
"Capex","Lundin Petroleum","2006",2801
"Net income","Lundin Petroleum","2006",794
"Short term liabilities","Lundin Petroleum","2006",1245
"No of shares (millions)","Lundin Petroleum","2006",282.3
"Share price 31/12 (est = x cost of EQ - dividend)","Lundin Petroleum","2006",79.5
"Capitalization","Lundin Petroleum","2006",22443
"Total Assets","Modern times group B","2006",9205
"Foreign sales","Modern times group B","2006",8302
"BV equity","Modern times group B","2006",5105
"Cash","Modern times group B","2006",646
"Gross nominal value","Modern times group B","2006",1700
"R&D expenses","Modern times group B","2006",0
"Total debt","Modern times group B","2006",265
"Capex","Modern times group B","2006",343
"Net income","Modern times group B","2006",1499
"Short term liabilities","Modern times group B","2006",3796
"No of shares (millions)","Modern times group B","2006",67
"Share price 31/12 (est = x cost of EQ - dividend)","Modern times group B","2006",450
"Capitalization","Modern times group B","2006",30168
"Total Assets","Mycronic","2006",1710
"Foreign sales","Mycronic","2006",1203
"BV equity","Mycronic","2006",1110
"Cash","Mycronic","2006",628
"Gross nominal value","Mycronic","2006",571
"R&D expenses","Mycronic","2006",249.1
"Total debt","Mycronic","2006",295.7
"Capex","Mycronic","2006",32.4
"Net income","Mycronic","2006",93
"Short term liabilities","Mycronic","2006",332
"No of shares (millions)","Mycronic","2006",39.2
"Share price 31/12 (est = x cost of EQ - dividend)","Mycronic","2006",77
"Capitalization","Mycronic","2006",3018.4
"Total Assets","Sandvik","2006",65901
"Foreign sales","Sandvik","2006",69969
"BV equity","Sandvik","2006",27198
"Cash","Sandvik","2006",1745
"Gross nominal value","Sandvik","2006",9958
"R&D expenses","Sandvik","2006",1583
"Total debt","Sandvik","2006",18555
"Capex","Sandvik","2006",4175
"Net income","Sandvik","2006",8107
"Short term liabilities","Sandvik","2006",24146
"No of shares (millions)","Sandvik","2006",1186.3
"Share price 31/12 (est = x cost of EQ - dividend)","Sandvik","2006",100
"Capitalization","Sandvik","2006",118630
"Total Assets","SCA B","2006",133544
"Foreign sales","SCA B","2006",94167
"BV equity","SCA B","2006",58299
"Cash","SCA B","2006",1599
"Gross nominal value","SCA B","2006",24625
"R&D expenses","SCA B","2006",562
"Total debt","SCA B","2006",38601
"Capex","SCA B","2006",6607
"Net income","SCA B","2006",5467
"Short term liabilities","SCA B","2006",43332
"No of shares (millions)","SCA B","2006",705.1
"Share price 31/12 (est = x cost of EQ - dividend)","SCA B","2006",119.17
"Capitalization","SCA B","2006",84027
"Total Assets","Securitas B","2006",35720
"Foreign sales","Securitas B","2006",55955
"BV equity","Securitas B","2006",9602
"Cash","Securitas B","2006",1668
"Gross nominal value","Securitas B","2006",4890
"R&D expenses","Securitas B","2006",0
"Total debt","Securitas B","2006",11945
"Capex","Securitas B","2006",666.7
"Net income","Securitas B","2006",852
"Short term liabilities","Securitas B","2006",17305
"No of shares (millions)","Securitas B","2006",376.2
"Share price 31/12 (est = x cost of EQ - dividend)","Securitas B","2006",88
"Capitalization","Securitas B","2006",33106
"Total Assets","Skanska B","2006",71307
"Foreign sales","Skanska B","2006",94587
"BV equity","Skanska B","2006",19337
"Cash","Skanska B","2006",10970
"Gross nominal value","Skanska B","2006",4939
"R&D expenses","Skanska B","2006",72
"Total debt","Skanska B","2006",15441
"Capex","Skanska B","2006",2014
"Net income","Skanska B","2006",3655
"Short term liabilities","Skanska B","2006",45364
"Capitalization","Skanska B","2006",56500
"Total Assets","SKF B","2006",46638
"Foreign sales","SKF B","2006",51999
"BV equity","SKF B","2006",19706
"Cash","SKF B","2006",7242
"Gross nominal value","SKF B","2006",5190
"R&D expenses","SKF B","2006",875
"Total debt","SKF B","2006",12754
"Capex","SKF B","2006",1933
"Net income","SKF B","2006",4432
"Short term liabilities","SKF B","2006",12045
"No of shares (millions)","SKF B","2006",455.3
"Share price 31/12 (est = x cost of EQ - dividend)","SKF B","2006",113.22
"Capitalization","SKF B","2006",51549
"Total Assets","SSAB A","2006",22795
"Foreign sales","SSAB A","2006",19765
"BV equity","SSAB A","2006",15551
"Cash","SSAB A","2006",1373
"Gross nominal value","SSAB A","2006",5339
"R&D expenses","SSAB A","2006",0
"Total debt","SSAB A","2006",1735
"Capex","SSAB A","2006",1407
"Net income","SSAB A","2006",4253
"Short term liabilities","SSAB A","2006",4938
"No of shares (millions)","SSAB A","2006",259.1
"Share price 31/12 (est = x cost of EQ - dividend)","SSAB A","2006",148.69
"Capitalization","SSAB A","2006",38526
"Total Assets","Sweco ","2006",2051
"Foreign sales","Sweco ","2006",1938
"BV equity","Sweco ","2006",836
"Cash","Sweco ","2006",256
"Gross nominal value","Sweco ","2006",0
"R&D expenses","Sweco ","2006",0
"Total debt","Sweco ","2006",106
"Capex","Sweco ","2006",80
"Net income","Sweco ","2006",258
"Short term liabilities","Sweco ","2006",1107
"Capitalization","Sweco ","2006",4422
"Total Assets","Swedish match","2006",15670
"Foreign sales","Swedish match","2006",7499
"BV equity","Swedish match","2006",8253
"Cash","Swedish match","2006",3042
"Gross nominal value","Swedish match","2006",5201
"R&D expenses","Swedish match","2006",95
"Total debt","Swedish match","2006",8691
"Capex","Swedish match","2006",290
"Net income","Swedish match","2006",2335
"Short term liabilities","Swedish match","2006",3965
"Capitalization","Swedish match","2006",35100
"Total Assets","Tele2 B","2006",66164
"Foreign sales","Tele2 B","2006",27417
"BV equity","Tele2 B","2006",29123
"Cash","Tele2 B","2006",2459
"Gross nominal value","Tele2 B","2006",14325
"R&D expenses","Tele2 B","2006",0
"Total debt","Tele2 B","2006",17105
"Capex","Tele2 B","2006",5365
"Net income","Tele2 B","2006",-235
"Short term liabilities","Tele2 B","2006",15202
"No of shares (millions)","Tele2 B","2006",444.5
"Share price 31/12 (est = x cost of EQ - dividend)","Tele2 B","2006",100
"Capitalization","Tele2 B","2006",44450
"Total Assets","TeliaSonera","2006",199392
"Foreign sales","TeliaSonera","2006",54763
"BV equity","TeliaSonera","2006",127717
"Cash","TeliaSonera","2006",11603
"Gross nominal value","TeliaSonera","2006",19827
"R&D expenses","TeliaSonera","2006",1837
"Total debt","TeliaSonera","2006",27729
"Capex","TeliaSonera","2006",11101
"Net income","TeliaSonera","2006",19283
"Short term liabilities","TeliaSonera","2006",30347
"No of shares (millions)","TeliaSonera","2006",4490.5
"Share price 31/12 (est = x cost of EQ - dividend)","TeliaSonera","2006",56.25
"Capitalization","TeliaSonera","2006",252591
"Total Assets","Volvo ","2006",258427
"Foreign sales","Volvo ","2006",245030
"BV equity","Volvo ","2006",87188
"Cash","Volvo ","2006",29907
"Gross nominal value","Volvo ","2006",123253
"R&D expenses","Volvo ","2006",8354
"Total debt","Volvo ","2006",75648
"Capex","Volvo ","2006",14034
"Net income","Volvo ","2006",16318
"Short term liabilities","Volvo ","2006",96119
"No of shares (millions)","Volvo ","2006",404.7
"Share price 31/12 (est = x cost of EQ - dividend)","Volvo ","2006",90.7
"Capitalization","Volvo ","2006",36706
"Total Assets","ÅF B","2006",2300
"Foreign sales","ÅF B","2006",823
"BV equity","ÅF B","2006",1092
"Cash","ÅF B","2006",257
"Gross nominal value","ÅF B","2006",0
"R&D expenses","ÅF B","2006",0
"Total debt","ÅF B","2006",303
"Capex","ÅF B","2006",44
"Net income","ÅF B","2006",108
"Short term liabilities","ÅF B","2006",994
"Capitalization","ÅF B","2006",2377
"SIZE","AAK","2007",9.09
"Sales","AAK","2007",13005
"FSD","AAK","2007",1
"FSTS","AAK","2007",0.87
"Tobin's Q","AAK","2007",1.27
"FXD","AAK","2007",1
"Gross FXD","AAK","2007",2655
"DERIV","AAK","2007",0.2
"R&D/sales","AAK","2007",0.015
"Leverage","AAK","2007",1.82
"Quick ratio","AAK","2007",0.087
"Capex/sales","AAK","2007",0.053
"ROA ","AAK","2007",0.036
"DD","AAK","2007",1
"ID","AAK","2007",0
"DE","AAK","2007",-104
"DDE","AAK","2007",0
"SIZE","Active Biotech","2007",6.19
"Sales","Active Biotech","2007",12.1
"FSD","Active Biotech","2007",1
"FSTS","Active Biotech","2007",0.41
"Tobin's Q","Active Biotech","2007",6.46
"FXD","Active Biotech","2007",0
"Gross FXD","Active Biotech","2007",0
"DERIV","Active Biotech","2007",0
"R&D/sales","Active Biotech","2007",15.68
"Leverage","Active Biotech","2007",1.35
"Quick ratio","Active Biotech","2007",2.84
"Capex/sales","Active Biotech","2007",7.52
"ROA ","Active Biotech","2007",-0.42
"DD","Active Biotech","2007",0
"ID","Active Biotech","2007",0
"DE","Active Biotech","2007",0
"DDE","Active Biotech","2007",0
"SIZE","Alfa Laval","2007",10.05
"Sales","Alfa Laval","2007",24849
"FSD","Alfa Laval","2007",1
"FSTS","Alfa Laval","2007",0.96
"Tobin's Q","Alfa Laval","2007",1.09
"FXD","Alfa Laval","2007",1
"Gross FXD","Alfa Laval","2007",7179
"DERIV","Alfa Laval","2007",0.29
"R&D/sales","Alfa Laval","2007",0.026
"Leverage","Alfa Laval","2007",0.44
"Quick ratio","Alfa Laval","2007",0.101
"Capex/sales","Alfa Laval","2007",0.022
"ROA ","Alfa Laval","2007",0.137
"DD","Alfa Laval","2007",1
"ID","Alfa Laval","2007",0
"DE","Alfa Laval","2007",26
"DDE","Alfa Laval","2007",1
"SIZE","Arcam","2007",4.43
"Sales","Arcam","2007",76
"FSD","Arcam","2007",1
"FSTS","Arcam","2007",0.25
"Tobin's Q","Arcam","2007",1.11
"FXD","Arcam","2007",0
"Gross FXD","Arcam","2007",0
"DERIV","Arcam","2007",0
"R&D/sales","Arcam","2007",0.201
"Leverage","Arcam","2007",0
"Quick ratio","Arcam","2007",0.66
"Capex/sales","Arcam","2007",0.139
"ROA ","Arcam","2007",0.027
"DD","Arcam","2007",0
"ID","Arcam","2007",0
"DE","Arcam","2007",0
"DDE","Arcam","2007",0
"SIZE","ASSA ABLOY B","2007",10.54
"Sales","ASSA ABLOY B","2007",33550
"FSD","ASSA ABLOY B","2007",1
"FSTS","ASSA ABLOY B","2007",0.95
"Tobin's Q","ASSA ABLOY B","2007",1.84
"FXD","ASSA ABLOY B","2007",1
"Gross FXD","ASSA ABLOY B","2007",6064
"DERIV","ASSA ABLOY B","2007",0.18
"R&D/sales","ASSA ABLOY B","2007",0.023
"Leverage","ASSA ABLOY B","2007",0.83
"Quick ratio","ASSA ABLOY B","2007",0.096
"Capex/sales","ASSA ABLOY B","2007",0.022
"ROA ","ASSA ABLOY B","2007",0.089
"DD","ASSA ABLOY B","2007",1
"ID","ASSA ABLOY B","2007",0
"DE","ASSA ABLOY B","2007",-1205
"DDE","ASSA ABLOY B","2007",0
"SIZE","Atlas Copco","2007",10.94
"Sales","Atlas Copco","2007",63355
"FSD","Atlas Copco","2007",1
"FSTS","Atlas Copco","2007",0.976
"Tobin's Q","Atlas Copco","2007",2.76
"FXD","Atlas Copco","2007",1
"Gross FXD","Atlas Copco","2007",692
"DERIV","Atlas Copco","2007",0.01
"R&D/sales","Atlas Copco","2007",0.02
"Leverage","Atlas Copco","2007",1.35
"Quick ratio","Atlas Copco","2007",0.18
"Capex/sales","Atlas Copco","2007",0.047
"ROA ","Atlas Copco","2007",0.13
"DD","Atlas Copco","2007",1
"ID","Atlas Copco","2007",1
"DE","Atlas Copco","2007",-2685
"DDE","Atlas Copco","2007",0
"SIZE","B&B tools","2007",8.39
"Sales","B&B tools","2007",6823
"FSD","B&B tools","2007",1
"FSTS","B&B tools","2007",0.43
